id,iddep,nom,dep,resp,primer-nombre,nombre-medio,apellido-catalan,centres-cp,centres-com,centres-pob,iddep-scraped
6098,5823,Casal Cívic del Pare Ignasi Puig de Manresa,Departament de Benestar Social i Família,null,null,,,8241,Bages,Manresa,id-1494142405
6107,5823,Casal Cívic del Pla de Bonaire de Terrassa,Departament de Benestar Social i Família,null,null,,,8225,Vallès Occidental,Terrassa,id-1494142405
6087,5823,Casal Cívic del Pomar de Badalona,Departament de Benestar Social i Família,null,null,,,8915,Barcelonès,Badalona,id-1494142405
6094,5823,Casal Cívic del Vendrell,Departament de Benestar Social i Família,null,null,,,43700,Baix Penedès,El Vendrell,id-1494142405
10534,5823,Casal Cívic del Verdum,Departament de Benestar Social i Família,null,null,,,8042,Barcelonès,Barcelona,id-1494142405
10690,5823,Casal de Gent Gran \"Les Franqueses\"\"\",Departament de Benestar Social i Família,null,null,,,8520,Vallès Oriental,Les Franqueses del Vallès,id-889028183
6175,5823,Casal de Gent Gran Albert Francàs,Departament de Benestar Social i Família,null,null,,,8922,Barcelonès,Santa Coloma de Gramenet,id-889028183
10519,5823,Casal de Gent Gran Badalona - Nova Lloreda,Departament de Benestar Social i Família,Miracle Triay Marqués,Miracle,Triay,Marqués,8917,Barcelonès,Badalona,id-889028183
13477,5823,Casal de Gent Gran Barcelona - Prosperitat,Departament de Benestar Social i Família,null,null,,,8016,Barcelonès,Barcelona,id-889028183
6142,5823,Casal de Gent Gran Ca N'Anglada de Terrassa,Departament de Benestar Social i Família,null,null,,,8222,Vallès Occidental,Terrassa,id-889028183
6180,5823,Casal de Gent Gran Can Vidalet d'Esplugues de Llobregat,Departament de Benestar Social i Família,null,null,,,8950,Baix Llobregat,Esplugues de Llobregat,id-889028183
13661,5823,Casal de Gent Gran Cervera - La Segarra,Departament de Benestar Social i Família,null,null,,,25200,Segarra,Cervera,id-889028183
6188,5823,Casal de Gent Gran Equipament Comunitari de Lleida,Departament de Benestar Social i Família,null,null,,,25003,Segrià,Lleida,id-889028183
6164,5823,Casal de Gent Gran Equipament Delta del Prat de Llobregat,Departament de Benestar Social i Família,null,null,,,8820,Baix Llobregat,El Prat de Llobregat,id-889028183
6154,5823,Casal de Gent Gran Font Verda de Granollers,Departament de Benestar Social i Família,null,null,,,8402,Vallès Oriental,Granollers,id-889028183
6148,5823,Casal de Gent Gran Font dels Capellans de Manresa,Departament de Benestar Social i Família,null,null,,,8243,Bages,Manresa,id-889028183
11713,5823,Casal de Gent Gran Hospitalet-Progrés,Departament de Benestar Social i Família,null,null,,,8903,Barcelonès,L'Hospitalet de Llobregat,id-889028183
6177,5823,Casal de Gent Gran Jaume Nualart de Cornellà de Llobregat,Departament de Benestar Social i Família,null,null,,,8940,Baix Llobregat,Cornellà de Llobregat,id-889028183
6152,5823,Casal de Gent Gran Jaume Terradas de Mataró,Departament de Benestar Social i Família,Begoña Monge Chueca,Begoña,Monge,Chueca,8302,Maresme,Mataró,id-889028183
7686,5823,Casal de Gent Gran Les Bernardes,Departament de Benestar Social i Família,null,null,,,17190,Gironès,Salt,id-889028183
7687,5823,Casal de Gent Gran Mare de Déu de la Mercè (Tarragona),Departament de Benestar Social i Família,null,null,,,43003,Tarragonès,Tarragona,id-889028183
6176,5823,Casal de Gent Gran Ramon Berenguer de Santa Coloma de Gramenet,Departament de Benestar Social i Família,null,null,,,8924,Barcelonès,Santa Coloma de Gramenet,id-889028183
7688,5823,Casal de Gent Gran Roureda,Departament de Benestar Social i Família,null,null,,,8207,Vallès Occidental,Sabadell,id-889028183
12968,5823,Casal de Gent Gran Sabadell-Creu de Barberà,Departament de Benestar Social i Família,null,null,,,8204,Vallès Occidental,Sabadell,id-889028183
12967,5823,Casal de Gent Gran Sabadell-Gràcia,Departament de Benestar Social i Família,null,null,,,8205,Vallès Occidental,Sabadell,id-889028183
7684,5823,Casal de Gent Gran Sant Adrià,Departament de Benestar Social i Família,null,null,,,8930,Barcelonès,Sant Adrià de Besòs,id-889028183
7685,5823,Casal de Gent Gran Sant Adrià-Centre,Departament de Benestar Social i Família,null,null,,,8930,Barcelonès,Sant Adrià de Besòs,id-889028183
6147,5823,Casal de Gent Gran Sant Llorenç de Terrassa,Departament de Benestar Social i Família,null,null,,,8227,Vallès Occidental,Terrassa,id-889028183
16768,5823,Casal de Gent Gran Sant Pere Nord de Terrassa,Departament de Benestar Social i Família,null,null,,,8226,Vallès Occidental,Terrassa,id-889028183
6170,5823,Casal de Gent Gran Sant Roc de Badalona,Departament de Benestar Social i Família,null,null,,,8918,Barcelonès,Badalona,id-889028183
17627,5823,Casal de Gent Gran Sort,Departament de Benestar Social i Família,null,null,,,25560,Pallars Sobirà,Sort,id-889028183
10520,5823,Casal de Gent Gran Terrassa - La Maurina,Departament de Benestar Social i Família,Núria Català Torres,Núria,Català,Torres,8224,Vallès Occidental,Terrassa,id-889028183
16578,5823,Casal de Gent Gran Terrassa Ca n'Aurell,Departament de Benestar Social i Família,Anna Cortina Juclà,Anna,Cortina,Juclà,8224,Vallès Occidental,Terrassa,id-889028183
6181,5823,Casal de Gent Gran Torre Romeu de Sabadell,Departament de Benestar Social i Família,null,null,,,8202,Vallès Occidental,Sabadell,id-889028183
7683,5823,Casal de Gent Gran Trinitat Vella,Departament de Benestar Social i Família,null,null,,,8033,Barcelonès,Barcelona,id-889028183
6133,5823,Casal de Gent Gran Verdum-Artesania,Departament de Benestar Social i Família,null,null,,,8042,Barcelonès,Barcelona,id-889028183
6135,5823,Casal de Gent Gran d'Horta,Departament de Benestar Social i Família,null,null,,,8032,Barcelonès,Barcelona,id-889028183
6134,5823,Casal de Gent Gran d'Horta (Barcelona),Departament de Benestar Social i Família,null,null,,,8032,Barcelonès,Barcelona,id-889028183
6162,5823,Casal de Gent Gran d'Igualada,Departament de Benestar Social i Família,null,null,,,8700,Anoia,Igualada,id-889028183
6186,5823,Casal de Gent Gran d'Olot,Departament de Benestar Social i Família,null,null,,,17800,Garrotxa,Olot,id-889028183
6127,5823,Casal de Gent Gran de Bac de Roda,Departament de Benestar Social i Família,null,null,,,8020,Barcelonès,Barcelona,id-889028183
6200,5823,Casal de Gent Gran de Badalona-Joan Valera,Departament de Benestar Social i Família,null,null,,,8914,Barcelonès,Badalona,id-889028183
6192,5823,Casal de Gent Gran de Balaguer,Departament de Benestar Social i Família,null,null,,,25600,Noguera,Balaguer,id-889028183
6161,5823,Casal de Gent Gran de Balsareny,Departament de Benestar Social i Família,null,null,,,8660,Bages,Balsareny,id-889028183
6187,5823,Casal de Gent Gran de Banyoles,Departament de Benestar Social i Família,null,null,,,17820,Pla de l'Estany,Banyoles,id-889028183
6159,5823,Casal de Gent Gran de Berga,Departament de Benestar Social i Família,null,null,,,8600,Berguedà,Berga,id-889028183
6212,5823,Casal de Gent Gran de Blanes - Benet Ribas,Departament de Benestar Social i Família,null,null,,,17300,Selva,Blanes,id-889028183
6145,5823,Casal de Gent Gran de Can Boada de Terrassa,Departament de Benestar Social i Família,Marta Aguilar,Marta,,Aguilar,8225,Vallès Occidental,Terrassa,id-889028183
6144,5823,Casal de Gent Gran de Can Roca de Terrassa,Departament de Benestar Social i Família,null,null,,,8225,Vallès Occidental,Terrassa,id-889028183
6156,5823,Casal de Gent Gran de Canovelles,Departament de Benestar Social i Família,null,null,,,8420,Vallès Oriental,Canovelles,id-889028183
6151,5823,Casal de Gent Gran de Cardona,Departament de Benestar Social i Família,null,null,,,8261,Bages,Cardona,id-889028183
10186,5823,Casal de Gent Gran de Cerdanyola,Departament de Benestar Social i Família,null,null,,,8290,Vallès Occidental,Cerdanyola del Vallès,id-889028183
6178,5823,Casal de Gent Gran de Cornellà de Llobregat,Departament de Benestar Social i Família,null,null,,,8940,Baix Llobregat,Cornellà de Llobregat,id-889028183
6185,5823,Casal de Gent Gran de Figueres,Departament de Benestar Social i Família,null,null,,,17600,Alt Empordà,Figueres,id-889028183
6155,5823,Casal de Gent Gran de Granollers,Departament de Benestar Social i Família,Joan Francesc Robledillo López,Joan,Francesc Robledillo,López,8400,Vallès Oriental,Granollers,id-889028183
6124,5823,Casal de Gent Gran de Gràcia,Departament de Benestar Social i Família,null,null,,,8012,Barcelonès,Barcelona,id-889028183
6199,5823,Casal de Gent Gran de L'Hospitalet-Bellvitge,Departament de Benestar Social i Família,null,null,,,8907,Barcelonès,L'Hospitalet de Llobregat,id-889028183
6166,5823,Casal de Gent Gran de L'Hospitalet-Centre,Departament de Benestar Social i Família,null,null,,,8901,Barcelonès,L'Hospitalet de Llobregat,id-889028183
6168,5823,Casal de Gent Gran de L'Hospitalet-La Florida,Departament de Benestar Social i Família,null,null,,,8905,Barcelonès,L'Hospitalet de Llobregat,id-889028183
6125,5823,Casal de Gent Gran de La Verneda,Departament de Benestar Social i Família,null,null,,,8020,Barcelonès,Barcelona,id-889028183
17432,5823,Casal de Gent Gran de Llinars del Vallès,Departament de Benestar Social i Família,null,null,,,8450,Vallès Oriental,Llinars del Vallès,id-889028183
6171,5823,Casal de Gent Gran de Lloreda de Badalona,Departament de Benestar Social i Família,Joan Domènech Giménez,Joan,Domènech,Giménez,8914,Barcelonès,Badalona,id-889028183
15255,5823,Casal de Gent Gran de Manlleu,Departament de Benestar Social i Família,null,null,,,8560,Osona,Manlleu,id-889028183
6149,5823,Casal de Gent Gran de Manresa,Departament de Benestar Social i Família,Josefina Huguet  Ayma,Josefina,Huguet,Ayma,8240,Bages,Manresa,id-889028183
6153,5823,Casal de Gent Gran de Mataró,Departament de Benestar Social i Família,null,null,,,8303,Maresme,Mataró,id-889028183
6137,5823,Casal de Gent Gran de Montcada i Reixac,Departament de Benestar Social i Família,null,null,,,8110,Vallès Occidental,Montcada i Reixac,id-889028183
11880,5823,Casal de Gent Gran de Ponts,Departament de Benestar Social i Família,null,null,,,25740,Noguera,Ponts,id-889028183
6194,5823,Casal de Gent Gran de Reus,Departament de Benestar Social i Família,null,null,,,43202,Baix Camp,Reus,id-889028183
6195,5823,Casal de Gent Gran de Reus II,Departament de Benestar Social i Família,null,null,,,43204,Baix Camp,Reus,id-889028183
6184,5823,Casal de Gent Gran de Ripoll,Departament de Benestar Social i Família,null,null,,,17500,Ripollès,Ripoll,id-889028183
6139,5823,Casal de Gent Gran de Rubí,Departament de Benestar Social i Família,null,null,,,8191,Vallès Occidental,Rubí,id-889028183
13256,5823,Casal de Gent Gran de Rubí II,Departament de Benestar Social i Família,null,null,,,8191,Vallès Occidental,Rubí,id-889028183
6140,5823,Casal de Gent Gran de Sabadell-Centre,Departament de Benestar Social i Família,Teófila Morchón Casasola,Teófila,Morchón,Casasola,8202,Vallès Occidental,Sabadell,id-889028183
6141,5823,Casal de Gent Gran de Sabadell-Creu Alta,Departament de Benestar Social i Família,null,null,,,8208,Vallès Occidental,Sabadell,id-889028183
6160,5823,Casal de Gent Gran de Sallent,Departament de Benestar Social i Família,Teresa Brugarolas i Camps,Teresa,,Brugarolas,8650,Bages,Sallent,id-889028183
6131,5823,Casal de Gent Gran de Sant Andreu (Barcelona),Departament de Benestar Social i Família,null,null,,,8030,Barcelonès,Barcelona,id-889028183
6165,5823,Casal de Gent Gran de Sant Boi,Departament de Benestar Social i Família,null,null,,,8830,Baix Llobregat,Sant Boi de Llobregat,id-889028183
6138,5823,Casal de Gent Gran de Sant Cugat del Vallès,Departament de Benestar Social i Família,null,null,,,8172,Vallès Occidental,Sant Cugat del Vallès,id-889028183
6182,5823,Casal de Gent Gran de Sant Joan Despí,Departament de Benestar Social i Família,null,null,,,8970,Baix Llobregat,Sant Joan Despí,id-889028183
6150,5823,Casal de Gent Gran de Sant Joan de Vilatorrada,Departament de Benestar Social i Família,null,null,,,8250,Bages,Sant Joan de Vilatorrada,id-889028183
6128,5823,Casal de Gent Gran de Sant Martí,Departament de Benestar Social i Família,null,null,,,8026,Barcelonès,Barcelona,id-889028183
15251,5823,Casal de Gent Gran de Santa Perpetua de la Mogoda,Departament de Benestar Social i Família,null,null,,,8130,Vallès Occidental,Santa Perpètua de Mogoda,id-889028183
6129,5823,Casal de Gent Gran de Sants,Departament de Benestar Social i Família,M Dolores Ayres de Palacio,M,Dolores Ayres de,Palacio,8028,Barcelonès,Barcelona,id-889028183
6143,5823,Casal de Gent Gran de Terrassa-Centre,Departament de Benestar Social i Família,Ferran de Gràcia i Serrano,Ferran,de,Gràcia,8224,Vallès Occidental,Terrassa,id-889028183
6158,5823,Casal de Gent Gran de Torelló,Departament de Benestar Social i Família,null,null,,,8570,Osona,Torelló,id-889028183
6196,5823,Casal de Gent Gran de Tortosa,Departament de Benestar Social i Família,null,null,,,43500,Baix Ebre,Tortosa,id-889028183
6193,5823,Casal de Gent Gran de Tremp,Departament de Benestar Social i Família,null,null,,,25620,Pallars Jussà,Tremp,id-889028183
6189,5823,Casal de Gent Gran de Tàrrega,Departament de Benestar Social i Família,null,null,,,25300,Urgell,Tàrrega,id-889028183
6213,5823,Casal de Gent Gran de Vallirana,Departament de Benestar Social i Família,null,null,,,8759,Baix Llobregat,Vallirana,id-889028183
6157,5823,Casal de Gent Gran de Vic,Departament de Benestar Social i Família,Marta Valls i Garcia,Marta,,Valls,8500,Osona,Vic,id-889028183
15250,5823,Casal de Gent Gran de Vic - Mn. Josep Guiteras,Departament de Benestar Social i Família,null,null,,,8500,Osona,Vic,id-889028183
6163,5823,Casal de Gent Gran de Vilafranca del Penedès,Departament de Benestar Social i Família,null,null,,,8720,Alt Penedès,Vilafranca del Penedès,id-889028183
6123,5823,Casal de Gent Gran de la Barceloneta,Departament de Benestar Social i Família,Constantina Sáinz i Terrones,Constantina,,Sáinz,8003,Barcelonès,Barcelona,id-889028183
6132,5823,Casal de Gent Gran de la Guineueta-Centre,Departament de Benestar Social i Família,Carme López Cañero,Carme,López,Cañero,8042,Barcelonès,Barcelona,id-889028183
6126,5823,Casal de Gent Gran de la Pau,Departament de Benestar Social i Família,Àngel Morano,Àngel,,Morano,8020,Barcelonès,Barcelona,id-889028183
6191,5823,Casal de Gent Gran de la Pobla de Segur,Departament de Benestar Social i Família,null,null,,,25500,Pallars Jussà,La Pobla de Segur,id-889028183
6136,5823,Casal de Gent Gran de la Trinitat,Departament de Benestar Social i Família,null,null,,,8033,Barcelonès,Barcelona,id-889028183
6190,5823,Casal de Gent Gran de les Borges Blanques,Departament de Benestar Social i Família,Montserrat Andreu i Ribes,Montserrat,,Andreu,25400,Garrigues,Les Borges Blanques,id-889028183
6130,5823,Casal de Gent Gran de les Corts,Departament de Benestar Social i Família,null,null,,,8029,Barcelonès,Barcelona,id-889028183
6197,5823,Casal de Gent Gran del Baix Camp a Cambrils,Departament de Benestar Social i Família,null,null,,,43850,Baix Camp,Cambrils,id-889028183
6172,5823,Casal de Gent Gran del Pomar de Badalona,Departament de Benestar Social i Família,null,null,,,8915,Barcelonès,Badalona,id-889028183
6173,5823,Casal de Gent Gran del Sant Crist de Badalona,Departament de Benestar Social i Família,null,null,,,8917,Barcelonès,Badalona,id-889028183
6179,5823,Casal de Gent Gran la Riera de Cornellà de Llobregat,Departament de Benestar Social i Família,Marián Teruel Miralles,Marián,Teruel,Miralles,8940,Baix Llobregat,Cornellà de Llobregat,id-889028183
