id,iddep,nom,dep,resp,primer-nombre,nombre-medio,apellido-catalan,centres-cp,centres-com,centres-pob,iddep-scraped
13476,2803,Agència Catalana de Seguretat Alimentària (ACSA),Departament de Salut,null,null,,,8005,Barcelonès,Barcelona,18360
5660,15638,Agència Catalana de Turisme,Departament d'Empresa i Ocupació,Xavier Espasa i Añoveros,Xavier,,Espasa,8008,Barcelonès,Barcelona,19035
10647,3392,Agència Catalana de l'Aigua,Departament de Territori i Sostenibilitat,Leonard Carcolé i Galea,Leonard,,Carcolé,8036,Barcelonès,Barcelona,18120
15437,5823,Agència Catalana de la Joventut,Departament de Benestar Social i Família,Jordi Boixadera i Vinos,Jordi,,Boixadera,8015,Barcelonès,Barcelona,13766
14299,15638,Agència Catalana del Consum,Departament d'Empresa i Ocupació,Alfons Conesa i Badiella,Alfons,,Conesa,8018,Barcelonès,Barcelona,19035
16456,1103,Agència Tributària de Catalunya,Departament d'Economia i Coneixement,Lluís Franco i Sala,Lluís,,Franco,8010,Barcelonès,Barcelona,19026
12101,1103,Agència de Gestió d'Ajuts Universitaris i de Recerca (AGAUR),Departament d'Economia i Coneixement,Pere Pardo i Sabartés,Pere,,Pardo,8010,Barcelonès,Barcelona,15728
12315,1103,Agència de Projectes Institucionals (UB),Departament d'Economia i Coneixement,null,null,,,8007,Barcelonès,Barcelona,164
13566,2803,Agència de Protecció de la Salut,Departament de Salut,null,null,,,8005,Barcelonès,Barcelona,18360
3016,2803,Agència de Qualitat i Avaluació Sanitàries de Catalunya,Departament de Salut,Josep Maria Argimon i Pallàs,Josep,Maria,Argimon,8005,Barcelonès,Barcelona,2803
6341,3392,Agència de Residus de Catalunya,Departament de Territori i Sostenibilitat,Josep Maria Tost i Borràs,Josep,Maria,Tost,8017,Barcelonès,Barcelona,18120
,,,,,,,,43870,Montsià,Amposta,
,,,,,,,,17002,Gironès,Girona,
,,,,,,,,25007,Segrià,Lleida,
,,,,,,,,43004,Tarragonès,Tarragona,
14392,2803,Agència de Salut Pública de Barcelona,Departament de Salut,Conrad Casas i Segalà,Conrad,,Casas,8023,Barcelonès,Barcelona,3348
5500,15638,Agència de Suport a l'Empresa Catalana (ACC1Ó),Departament d'Empresa i Ocupació,Joan Tarradellas Espuny,Joan,Tarradellas,Espuny,8008,Barcelonès,Barcelona,19035
18035,3392,Agència de l'Habitatge de Catalunya,Departament de Territori i Sostenibilitat,Jaume Fornt i Paradell,Jaume,,Fornt,8015,Barcelonès,Barcelona,18119
,,,,,,,,8007,Barcelonès,Barcelona,
3724,3392,Agència de l'Habitatge de Catalunya a Ripoll,Departament de Territori i Sostenibilitat,null,null,,,17500,Ripollès,Ripoll,3718
9712,3392,Agència de l'Habitatge de Catalunya a Sabadell - Barri d'Arraona,Departament de Territori i Sostenibilitat,null,null,,,8205,Vallès Occidental,Sabadell,14184
10081,1103,Agència per a la Qualitat del Sistema Universitari de Catalunya (AQU),Departament d'Economia i Coneixement,Joaquim Prats i Cuevas,Joaquim,,Prats,8018,Barcelonès,Barcelona,15728
11578,5823,Alberg Anna Maria Janer,Departament de Benestar Social i Família,null,null,,,17527,Cerdanya,Llívia,17136
19074,5823,Alberg Barcelona Urbany Hostel,Departament de Benestar Social i Família,null,null,,,8026,Barcelonès,Barcelona,17136
16611,5823,Alberg Be Hostels Mar,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona,17136
17655,5823,Alberg Be Hostels Sound,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona,17136
17656,5823,Alberg Ca la Jepa,Departament de Benestar Social i Família,null,null,,,43595,Terra Alta,Prat de Comte,17136
2553,5823,Alberg Casa Gran,Departament de Benestar Social i Família,null,null,,,43893,Tarragonès,Altafulla,17136
11575,5823,Alberg Center-Rambles,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona,17136
19071,5823,Alberg Costa Brava,Departament de Benestar Social i Família,null,null,,,17490,Alt Empordà,Llançà,17136
19072,5823,Alberg Equity Point Centric,Departament de Benestar Social i Família,null,null,,,8007,Barcelonès,Barcelona,17136
19073,5823,Alberg Equity Point Girona,Departament de Benestar Social i Família,null,null,,,17002,Gironès,Girona,17136
2556,5823,Alberg Era Garona,Departament de Benestar Social i Família,null,null,,,25598,Naut Aran,Salardú,17136
17658,5823,Alberg Escola de Piraguisme de Sort,Departament de Benestar Social i Família,null,null,,,25560,Pallars Sobirà,Sort,17136
16610,5823,Alberg Ideal Youth Hostel,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona,17136
16606,5823,Alberg In/Out,Departament de Benestar Social i Família,null,null,,,8017,Barcelonès,Barcelona,17136
2542,5823,Alberg Jaume I,Departament de Benestar Social i Família,null,null,,,43440,Conca de Barberà,L'Espluga de Francolí,17136
2545,5823,Alberg Josep Maria Batista i Roca,Departament de Benestar Social i Família,null,null,,,8320,Maresme,El Masnou,17136
2540,5823,Alberg Mare de Déu de Montserrat,Departament de Benestar Social i Família,null,null,,,8023,Barcelonès,Barcelona,17136
2541,5823,Alberg Mare de Déu de les Neus,Departament de Benestar Social i Família,null,null,,,17537,Alp,La Molina,17136
2546,5823,Alberg Mas Silvestre,Departament de Benestar Social i Família,null,null,,,8319,Dosrius,Canyamars,17136
11579,5823,Alberg Mas de la Coixa,Departament de Benestar Social i Família,null,null,,,43770,Ribera d'Ebre,Móra la Nova,17136
2557,5823,Alberg Matacabós,Departament de Benestar Social i Família,null,null,,,25540,Val d'Aran,Les,17136
16607,5823,Alberg Montsec Mur,Departament de Benestar Social i Família,null,null,,,25632,Pallars Jussà,Castell de Mur,17136
2538,5823,Alberg Mossèn Antoni Batlle,Departament de Benestar Social i Família,null,null,,,43580,Baix Ebre,Deltebre,17136
19075,5823,Alberg Món Natura Pirineus,Departament de Benestar Social i Família,null,null,,,25589,Pallars Sobirà,Alt Àneu,17136
2550,5823,Alberg Pere Figuera,Departament de Benestar Social i Família,null,null,,,17535,Ripollès,Planoles,17136
11574,5823,Alberg Pere Tarrés,Departament de Benestar Social i Família,null,null,,,8029,Barcelonès,Barcelona,17136
19070,5823,Alberg Pere el Gran,Departament de Benestar Social i Família,null,null,,,43815,Alt Camp,Aiguamúrcia,17136
2551,5823,Alberg Pic de l'Àliga,Departament de Benestar Social i Família,null,null,,,17534,Queralbs,Núria,17136
10054,5823,Alberg Rectoria de la Selva,Departament de Benestar Social i Família,null,null,,,25286,Solsonès,Navès,17136
16609,5823,Alberg Ruta del Ferro,Departament de Benestar Social i Família,null,null,,,17860,Ripollès,Sant Joan de les Abadesses,17136
2539,5823,Alberg Santa Maria del Mar,Departament de Benestar Social i Família,null,null,,,43880,El Vendrell,Coma-ruga,17136
2547,5823,Alberg Torre Ametller,Departament de Benestar Social i Família,null,null,,,8349,Maresme,Cabrera de Mar,17136
19076,5823,Alberg Twentytú Hostel,Departament de Benestar Social i Família,null,null,,,8018,Barcelonès,Barcelona,17136
10055,5823,Alberg Viladoms de Baix,Departament de Benestar Social i Família,null,null,,,8296,Bages,Castellbell i el Vilar,17136
2534,5823,Alberg d'Empúries,Departament de Benestar Social i Família,null,null,,,17130,Alt Empordà,L'Escala,17136
9946,5823,Alberg de Banyoles,Departament de Benestar Social i Família,null,null,,,17820,Pla de l'Estany,Banyoles,17136
11576,5823,Alberg de Berga,Departament de Benestar Social i Família,null,null,,,8600,Berguedà,Berga,17136
16604,5823,Alberg del Pallars,Departament de Benestar Social i Família,null,null,,,25620,Pallars Jussà,Tremp,17136
2548,5823,Alberg l'Encanyissada,Departament de Benestar Social i Família,null,null,,,43549,Amposta,Poblenou del Delta,17136
11586,5823,Alberg la Conreria,Departament de Benestar Social i Família,null,null,,,8391,Maresme,Tiana,17136
11580,5823,Alberg la Sala,Departament de Benestar Social i Família,null,null,,,8696,Berguedà,La Pobla de Lillet,17136
2536,5823,Alberg la Valira,Departament de Benestar Social i Família,null,null,,,25700,Alt Urgell,La Seu d'Urgell,17136
2549,5823,Alberg-Residència Canonge Collell,Departament de Benestar Social i Família,null,null,,,8500,Osona,Vic,17136
2544,5823,Alberg-Residència Cerverí de Girona,Departament de Benestar Social i Família,null,null,,,17004,Gironès,Girona,17136
17657,5823,Alberg-Residència Esportiva Àster,Departament de Benestar Social i Família,null,null,,,43890,Vandellòs i l'Hospitalet de l'Infant,L'Hospitalet de l'Infant,17136
2552,5823,Alberg-Residència Sant Anastasi,Departament de Benestar Social i Família,null,null,,,25003,Segrià,Lleida,17136
11585,5823,Alberg-Residència Sant Jordi,Departament de Benestar Social i Família,null,null,,,43005,Tarragonès,Tarragona,17136
2543,5823,Alberg-Residència Torre Malagrida,Departament de Benestar Social i Família,null,null,,,17800,Garrotxa,Olot,17136
16608,5823,Alberg-Residència Vila-Nova,Departament de Benestar Social i Família,null,null,,,8800,Garraf,Vilanova i la Geltrú,17136
2537,5823,Alberg-Residència del Carme,Departament de Benestar Social i Família,null,null,,,8240,Bages,Manresa,17136
17136,5823,Albergs,Departament de Benestar Social i Família,null,null,,,,,,id-415676639
17954,13757,Alcover. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,43460,Alt Camp,Alcover,17056
17296,13757,Amposta. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,43870,Montsià,Amposta,17056
9665,15638,"Applus Iteuve Technology, SL",Departament d'Empresa i Ocupació,Ricard Puignou i Vigo,Ricard,,Puignou,8193,Vallès Occidental,Cerdanyola del Vallès,id-921760636
17957,13757,Arenys de Mar. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,8350,Maresme,Arenys de Mar,17056
17297,13757,Argentona. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,8310,Maresme,Argentona,17056
2742,2221,Arts Santa Mònica,Departament de Cultura,Vicenç Altaió i Morral,Vicenç,,Altaió,8002,Barcelonès,Barcelona,2395
12373,1103,Arxiu General i Registre (UAB),Departament d'Economia i Coneixement,null,null,,,8193,Vallès Occidental,Cerdanyola del Vallès,244
2409,2221,Arxiu Joan Maragall,Departament de Cultura,Dolç Nom de Maria Tormo Ballester,Dolç,Nom de Maria Tormo,Ballester,8006,Barcelonès,Barcelona,2407
2333,2221,Arxiu Nacional de Catalunya,Departament de Cultura,Josep Maria Sans i Travé,Josep,Maria,Sans,8195,Vallès Occidental,Sant Cugat del Vallès,2284
12577,5823,Asatej Viatges,Departament de Benestar Social i Família,null,null,,,8002,Barcelonès,Barcelona,13766
17191,13760,Assessor del conseller en projectes transversals,Departament d'Interior,null,null,,,8009,Barcelonès,Barcelona,5004
15938,2221,Assessor en matèria de Coneixements Culturals i Projecció Externa,Departament de Cultura,Daniel Bullich i Escolies,Daniel,,Bullich,8002,Barcelonès,Barcelona,2221
18353,13760,Assessor en matèria de seguretat pública,Departament d'Interior,null,null,,,8009,Barcelonès,Barcelona,5004
18206,655,Assessora de la vicepresidenta del Govern en les matèries relacionades amb l'Aran,Departament de Governació i Relacions Institucionals,Empar Serrano i Iglesias,Empar,,Serrano,8003,Barcelonès,Barcelona,10649
15939,2221,Assessora en matèria de Comunicació i Difusió,Departament de Cultura,Madeline Beach Carey,Madeline,Beach,Carey,8002,Barcelonès,Barcelona,2221
19069,13757,Assessora en matèria de Relacions i Suport Judicial,Departament de Justícia,Sara Vidal Casellas,Sara,Vidal,Casellas,,,,13815
1257,1103,Assessoria Jurídica,Departament d'Economia i Coneixement,Josep Lluís García i Ramírez,Josep,Lluís,García,8007,Barcelonès,Barcelona,1114
1612,1599,Assessoria Jurídica,Departament d'Ensenyament,Montserrat Pastor i Mesanza,Montserrat,,Pastor,8021,Barcelonès,Barcelona,1606
3408,3392,Assessoria Jurídica,Departament de Territori i Sostenibilitat,Ma. Carme Sardà i Vilardaga,Ma.,Carme,Sardà,8029,Barcelonès,Barcelona,3399
5049,13757,Assessoria Jurídica,Departament de Justícia,Carles Miquel García Rojo,Carles,Miquel García,Rojo,8010,Barcelonès,Barcelona,13763
5865,5823,Assessoria Jurídica,Departament de Benestar Social i Família,Félix Salaverría i Palanca,Félix,,Salaverría,8039,Barcelonès,Barcelona,5828
7026,2803,Assessoria Jurídica,Departament de Salut,Eladi Medina Tejada,Eladi,Medina,Tejada,8007,Barcelonès,Barcelona,7023
10082,4163,Assessoria Jurídica,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Imma Puigmulé Recasens,Imma,Puigmulé,Recasens,8007,Barcelonès,Barcelona,4169
10654,655,Assessoria Jurídica,Departament de Governació i Relacions Institucionals,Xavier Urios i Aparisi,Xavier,,Urios,8003,Barcelonès,Barcelona,10633
11008,6,Assessoria Jurídica,Departament de la Presidència,Mercè Curull Martínez,Mercè,Curull,Martínez,8002,Barcelonès,Barcelona,14
11040,6,Assessoria Jurídica,Departament de la Presidència,null,null,,,17002,Gironès,Girona,674
11041,6,Assessoria Jurídica,Departament de la Presidència,null,null,,,25003,Segrià,Lleida,680
11042,6,Assessoria Jurídica,Departament de la Presidència,null,null,,,43003,Tarragonès,Tarragona,685
11241,2803,Assessoria Jurídica,Departament de Salut,M. Josep Borras i Pascual,M.,Josep,Borras,8028,Barcelonès,Barcelona,2811
11284,2803,Assessoria Jurídica,Departament de Salut,null,null,,,8028,Barcelonès,Barcelona,3009
11473,2221,Assessoria Jurídica,Departament de Cultura,Maria Pilar Bayarri i Roda,Maria,Pilar,Bayarri,8002,Barcelonès,Barcelona,2228
11907,6,Assessoria Jurídica,Departament de la Presidència,null,null,,,43500,Baix Ebre,Tortosa,11898
13568,655,Assessoria Jurídica,Departament de Governació i Relacions Institucionals,Santiago Farré i Tous,Santiago,,Farré,8018,Barcelonès,Barcelona,16563
13822,13760,Assessoria Jurídica,Departament d'Interior,Marta Gordi i Aguilar,Marta,,Gordi,8009,Barcelonès,Barcelona,15650
15733,15638,Assessoria Jurídica,Departament d'Empresa i Ocupació,Rosa Solero Besos,Rosa,Solero,Besos,8008,Barcelonès,Barcelona,15651
13887,2221,Assessoria Jurídica (ICEC),Departament de Cultura,Beatriz Benguría Calera,Beatriz,Benguría,Calera,8002,Barcelonès,Barcelona,12785
14090,1103,Associació Catalana de Comunicació Científica,Departament d'Economia i Coneixement,null,null,,,8007,Barcelonès,Barcelona,1103
12232,1103,Associació d'Amics de la UPC (UPC),Departament d'Economia i Coneixement,null,null,,,8034,Barcelonès,Barcelona,325
17363,2803,Assumptes Jurídics (Servei Regional a Barcelona),Departament de Salut,Ruth Molina i Chércoles,Ruth,,Molina,8005,Barcelonès,Barcelona,16691
11325,655,Atenció a Persones Represaliades,Departament de Governació i Relacions Institucionals,M. Jesús Cabrero i Olivan,M.,Jesús,Cabrero,8008,Barcelonès,Barcelona,13775
18247,2803,Atenció a la Salut Sexual i Reproductiva (ASSIR) 8 de març,Departament de Salut,null,null,,,8940,Baix Llobregat,Cornellà de Llobregat,7066
15147,2803,Atenció al Ciutadà. Regió Sanitària Alt Pirineu i Aran,Departament de Salut,Griselda Esquerra i Montseny,Griselda,,Esquerra,25620,Pallars Jussà,Tremp,14158
6980,2803,Atenció al Ciutadà. Regió Sanitària Camp de Tarragona,Departament de Salut,Teresa Rabadà i Arnau,Teresa,,Rabadà,43002,Tarragonès,Tarragona,3054
15138,2803,Atenció al Ciutadà. Regió Sanitària Catalunya Central,Departament de Salut,Rosa Aguilera Terrado,Rosa,Aguilera,Terrado,8241,Bages,Manresa,14097
6987,2803,Atenció al Ciutadà. Regió Sanitària Girona,Departament de Salut,Carme González,Carme,,González,17002,Gironès,Girona,3056
6975,2803,Atenció al Ciutadà. Regió Sanitària Lleida,Departament de Salut,Marta Beberide i Nodal,Marta,,Beberide,25006,Segrià,Lleida,3053
6984,2803,Atenció al Ciutadà. Regió Sanitària Terres de l'Ebre,Departament de Salut,Josep Francesc Vicent i Nicolau,Josep,Francesc,Vicent,43500,Baix Ebre,Tortosa,3055
18867,2803,Atenció al Viatger Parc Taulí (Sabadell),Departament de Salut,null,null,,,8208,Vallès Occidental,Sabadell,3346
11201,2221,Aula de Música Tradicional i Popular,Departament de Cultura,null,null,,,8037,Barcelonès,Barcelona,2388
18897,2803,"Aura Salut pública i Serveis Sociosanitaris, SL",Departament de Salut,null,null,,,8227,Vallès Occidental,Terrassa,3345
18901,3392,"Autometro, SA",Departament de Territori i Sostenibilitat,null,null,,,8014,Barcelonès,Barcelona,3608
4146,3392,"Autopistes de Catalunya, SA Concessionària de la Generalitat (AUCAT)",Departament de Territori i Sostenibilitat,José Aljaro i Navarro,José,,Aljaro,8040,Barcelonès,Barcelona,3399
13751,13751,Autoritat Catalana de Protecció de Dades,Autoritat Catalana de Protecció de Dades,M. Àngels Barbarà i Fondevila,M.,Àngels,Barbarà,8018,Barcelonès,Barcelona,655
13123,1103,Autoritat Catalana de la Competència,Departament d'Economia i Coneixement,Arseni Gibert i Bosch,Arseni,,Gibert,8010,Barcelonès,Barcelona,1103
13753,3392,Autoritat Territorial de la Mobilitat (ATM). Camp de Tarragona,Departament de Territori i Sostenibilitat,Joan Manrubia i Gibert,Joan,,Manrubia,43004,Tarragonès,Tarragona,12660
,,,,,,,,43005,Tarragonès,Tarragona,
15518,3392,Autoritat Territorial de la Mobilitat (ATM). Àrea de Girona,Departament de Territori i Sostenibilitat,Teresa Barceló i Badosa,Teresa,,Barceló,17002,Gironès,Girona,12660
15982,3392,Autoritat Territorial de la Mobilitat (ATM). Àrea de Lleida,Departament de Territori i Sostenibilitat,José Luis Cunillera Sánchez,José,Luis Cunillera,Sánchez,25003,Segrià,Lleida,12660
,,,,,,,,25002,Segrià,Lleida,
7582,3392,Autoritat del Transport Metropolità (ATM). Àrea de Barcelona,Departament de Territori i Sostenibilitat,Josep A. Grau,Josep,A.,Grau,8021,Barcelonès,Barcelona,12660
16541,2221,Avaluació i Sistemes d'Informació (ICEC),Departament de Cultura,Mireia Sanahuja Pascual,Mireia,Sanahuja,Pascual,8002,Barcelonès,Barcelona,12785
4627,4163,Avís d'Incendis Forestals Centralitzat a Santa Perpètua de Mogoda,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8130,Vallès Occidental,Santa Perpètua de Mogoda,12988
4635,4163,Avís d'Incendis Forestals a Amposta,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43870,Montsià,Amposta,12988
4631,4163,Avís d'Incendis Forestals a Girona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,17005,Gironès,Girona,12988
4632,4163,Avís d'Incendis Forestals a Lleida,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,25005,Segrià,Lleida,12988
4633,4163,Avís d'Incendis Forestals a Sort,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,25560,Pallars Sobirà,Sort,12988
4634,4163,Avís d'Incendis Forestals a Tarragona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43006,Tarragonès,Tarragona,12988
4630,4163,Avís d'Incendis Forestals a Vic,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8500,Osona,Vic,12988
17683,13757,Badalona. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,8911,Barcelonès,Badalona,17056
18071,13757,Badia del Vallès. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,8214,Vallès Occidental,Badia del Vallès,17056
18073,13757,Balaguer. Servei d'Informació Mediadora (SIM) del Consell Comarcal de la Noguera,Departament de Justícia,null,null,,,25600,Noguera,Balaguer,17056
3018,2803,Banc de Sang i Teixits (BST),Departament de Salut,Enric Argelagués Vidal,Enric,Argelagués,Vidal,8005,Barcelonès,Barcelona,3009
10814,1103,Barcelona Centre Universitari,Departament d'Economia i Coneixement,Albert Montull,Albert,,Montull,8012,Barcelonès,Barcelona,1103
13929,3392,"Barcelona Sagrera Alta Velocidad, SA.",Departament de Territori i Sostenibilitat,Rafael Catalá Polo,Rafael,Catalá,Polo,8030,Barcelonès,Barcelona,12660
18074,13757,Barcelona. Servei d'Informació Mediadora (SIM) de l'Associació Prohabitatge,Departament de Justícia,null,null,,,8014,Barcelonès,Barcelona,17056
17996,13757,Barcelona. Servei de Mediació als Jutjats Civils,Departament de Justícia,null,null,,,8075,Barcelonès,Barcelona,5115
17275,13757,Barcelona. Servei de Mediació als Jutjats de Família,Departament de Justícia,null,null,,,8075,Barcelonès,Barcelona,5115
18898,2803,"Barnaclínic, SA",Departament de Salut,null,null,,,8036,Barcelonès,Barcelona,7145
13621,1103,"Bau, Escola de Disseny (UVic)",Departament d'Economia i Coneixement,null,null,,,8005,Barcelonès,Barcelona,7858
17998,13757,Berga. Servei d'Informació Mediadora (SIM) del Consell Comarcal del Berguedà,Departament de Justícia,null,null,,,8600,Berguedà,Berga,17056
10507,1103,Biblioteca (UIC),Departament d'Economia i Coneixement,null,null,,,8017,Barcelonès,Barcelona,8144
10459,1103,Biblioteca (UVic),Departament d'Economia i Coneixement,null,null,,,8500,Osona,Vic,7858
376,1103,Biblioteca General (UPF),Departament d'Economia i Coneixement,null,null,,,8005,Barcelonès,Barcelona,373
9779,2221,Biblioteca General d'Història de l'Art,Departament de Cultura,null,null,,,8038,Barcelonès,Barcelona,2404
2703,6,Biblioteca INEFC - Centre de Barcelona,Departament de la Presidència,Maria Goretti Pascual Curià,Maria,Goretti Pascual,Curià,8038,Barcelonès,Barcelona,2621
17624,6,Biblioteca INEFC - Centre de Lleida,Departament de la Presidència,Teresa Maria Figuerola Curcó,Teresa,Maria Figuerola,Curcó,25192,Segrià,Lleida,2627
11562,2221,Biblioteca Museu Víctor Balaguer,Departament de Cultura,Montserrat Comas Güell,Montserrat,Comas,Güell,8800,Garraf,Vilanova i la Geltrú,2404
2780,2221,Biblioteca Pública de Titularitat Estatal a Catalunya de Girona,Departament de Cultura,Lourdes Reyes Camps,Lourdes,Reyes,Camps,17002,Gironès,Girona,2350
2781,2221,Biblioteca Pública de Titularitat Estatal a Catalunya de Lleida,Departament de Cultura,Antònia Capdevila Palau,Antònia,Capdevila,Palau,25002,Segrià,Lleida,2350
